OBJECTID,Field1,Lat,Lon,Date,Hour_UTC,PBLH_km,STATE_ZONE,CWA
806,1535,37.53686905,-112.62883,2008-08-23,20.84511756,1.916042566,UT496,SLC
807,1536,37.62599945,-112.6556473,2008-08-23,20.84553089,2.395052671,UT496,SLC
808,1537,37.71539688,-112.6825485,2008-08-23,20.84594422,2.185485601,UT496,SLC
809,1539,37.89333344,-112.7362442,2008-08-23,20.84677061,1.257402897,UT496,SLC
810,1540,37.98180771,-112.7629929,2008-08-23,20.84718394,0.598763227,UT495,SLC
811,1542,38.15949249,-112.8170395,2008-08-23,20.84801061,1.167588472,UT495,SLC
812,1543,38.24857712,-112.8441925,2008-08-23,20.84842394,0.928082943,UT495,SLC
813,1544,38.33734894,-112.8709869,2008-08-23,20.84883728,2.245362043,UT495,SLC
814,1545,38.42634201,-112.8981628,2008-08-23,20.84925061,0.778392196,UT495,SLC
815,1547,38.60422897,-112.9528732,2008-08-23,20.85007728,2.245362043,UT492,SLC
816,1548,38.69359589,-112.9803314,2008-08-23,20.85049061,2.155547619,UT492,SLC
817,1550,38.87164688,-113.0348892,2008-08-23,20.851317,0.688577771,UT492,SLC
818,1552,39.04961014,-113.0900497,2008-08-23,20.85214367,0.748454094,UT492,SLC
819,1557,39.49559021,-113.2287521,2008-08-23,20.85421033,0.987959266,UT492,SLC
820,1558,39.58488083,-113.2567596,2008-08-23,20.85462367,0.898144722,UT492,SLC
821,1565,40.20632553,-113.4534454,2008-08-23,20.85751672,2.095671177,UT478,SLC
822,1567,40.38386536,-113.509819,2008-08-23,20.85834311,1.167588234,UT478,SLC
823,1568,40.47270584,-113.5382996,2008-08-23,20.85875644,0.479010582,UT478,SLC
824,1569,40.56158447,-113.5668869,2008-08-23,20.85916978,1.52684617,UT478,SLC
825,1570,40.65074158,-113.5955963,2008-08-23,20.85958311,2.245362043,UT478,SLC
826,1571,40.7397995,-113.6243362,2008-08-23,20.85999644,2.035794973,UT478,SLC
827,1573,40.91734695,-113.6813812,2008-08-23,20.86082311,1.556784391,UT478,SLC
828,1575,41.0955162,-113.7393112,2008-08-23,20.86164978,2.1555475,UT478,SLC
829,1577,41.27372742,-113.7974777,2008-08-23,20.86247621,0.44907248,UT478,SLC
830,1578,41.36277008,-113.8266449,2008-08-23,20.8628895,1.586722493,UT478,SLC
831,1579,41.45188141,-113.8556976,2008-08-23,20.86330283,1.676537037,UT478,SLC
832,1581,41.62987137,-113.9140472,2008-08-23,20.8641295,0.86820662,UT478,SLC
833,1582,41.71832657,-113.9433136,2008-08-23,20.86454274,1.347217321,UT478,SLC
834,1583,41.80672073,-113.9727249,2008-08-23,20.86495589,1.3172791,UT478,SLC
835,1584,41.89514923,-114.0020523,2008-08-23,20.86536922,2.963877916,UT478,SLC
836,1585,41.98370743,-114.0312576,2008-08-23,20.86578256,2.125609398,UT478,SLC
837,1590,42.4274559,-114.1797256,2008-08-23,20.86784922,1.257402778,ID427,PIH
838,1609,44.1132164,-114.7595978,2008-08-23,20.875702,1.706475258,ID422,PIH
839,1611,44.29042816,-114.822052,2008-08-23,20.87652839,1.676537037,ID475,PIH
840,1612,44.37888336,-114.8531342,2008-08-23,20.87694172,1.347217083,ID475,PIH
841,1613,44.46775818,-114.8846664,2008-08-23,20.87735506,1.826227903,ID475,PIH
842,1614,44.55657959,-114.9163132,2008-08-23,20.87776839,2.245362043,ID475,PIH
843,1616,44.73362732,-114.9797134,2008-08-23,20.87859506,0.987959266,ID403,BOI
844,1617,44.82234573,-115.0115967,2008-08-23,20.87900839,1.52684629,ID403,BOI
845,1618,44.91103363,-115.0433121,2008-08-23,20.87942172,2.574681759,ID402,BOI
846,1619,44.99977493,-115.0750046,2008-08-23,20.87983506,2.454929352,ID402,BOI
847,1620,45.08879089,-115.1071396,2008-08-23,20.88024839,1.167588472,ID402,BOI
848,1622,45.26614761,-115.171608,2008-08-23,20.88107478,0.68857789,ID402,BOI
849,1623,45.35475922,-115.2038879,2008-08-23,20.88148811,2.424990892,ID402,BOI
850,1629,45.88483429,-115.3987732,2008-08-23,20.88396811,1.586722374,ID103,MSO
851,1630,45.97338867,-115.4316559,2008-08-23,20.88438144,2.874063373,ID103,MSO
852,1634,46.32714844,-115.563736,2008-08-23,20.8860345,0.958021164,ID103,MSO
853,1636,46.50419617,-115.6301422,2008-08-23,20.88686117,1.377155304,ID103,MSO
854,1637,46.59262848,-115.6637192,2008-08-23,20.88727441,2.065732956,ID103,MSO
855,1639,46.76959991,-115.7310104,2008-08-23,20.88810089,0.808330297,ID103,MSO
856,1641,46.94676971,-115.7985535,2008-08-23,20.88892756,2.245362163,ID101,OTX
857,1645,47.30108261,-115.9345703,2008-08-23,20.89058089,1.3172791,ID101,OTX
858,1648,47.56586838,-116.0377045,2008-08-23,20.8918208,1.916042328,ID101,OTX
859,1655,48.18317413,-116.2809525,2008-08-23,20.89471394,1.945980489,ID101,OTX
860,1665,33.01149368,-111.1689835,2009-08-10,20.85560589,1.017897546,AZ150,TWC
861,1666,33.10119629,-111.1935806,2009-08-10,20.85601922,1.107711911,AZ132,PSR
862,1667,33.19089127,-111.2180862,2009-08-10,20.85643256,2.095671237,AZ132,PSR
863,1668,33.28056335,-111.2427139,2009-08-10,20.85684589,1.377155304,AZ132,PSR
864,1669,33.36975861,-111.2672043,2009-08-10,20.85725922,2.395052969,AZ132,PSR
865,1670,33.45881653,-111.2917862,2009-08-10,20.85767256,1.047835469,AZ133,PSR
866,1673,33.72603607,-111.365715,2009-08-10,20.85891251,2.993816137,AZ133,PSR
867,1674,33.81503677,-111.3904495,2009-08-10,20.85932561,1.556784391,AZ133,PSR
868,1676,33.99344254,-111.4399948,2009-08-10,20.86015228,0.958021164,AZ133,PSR
869,1677,34.08272552,-111.4647751,2009-08-10,20.86056561,0.838268518,AZ118,FGZ
870,1678,34.17205811,-111.489769,2009-08-10,20.86097894,1.137650013,AZ118,FGZ
871,1679,34.26139069,-111.5148926,2009-08-10,20.86139228,2.005856752,AZ118,FGZ
872,1680,34.35051346,-111.5396423,2009-08-10,20.86180561,1.017897367,AZ118,FGZ
873,1681,34.43981552,-111.5648346,2009-08-10,20.86221894,2.275300264,AZ108,FGZ
874,1682,34.52919006,-111.5899811,2009-08-10,20.86263228,1.017897487,AZ108,FGZ
875,1683,34.61862946,-111.6150665,2009-08-10,20.86304561,1.796289682,AZ108,FGZ
876,1685,34.7971344,-111.6653748,2009-08-10,20.863872,2.005856752,AZ108,FGZ
877,1686,34.88666153,-111.6906204,2009-08-10,20.86428533,2.065733314,AZ115,FGZ
878,1687,34.97618103,-111.7159805,2009-08-10,20.86469867,2.454929352,AZ115,FGZ
879,1688,35.06575012,-111.7414246,2009-08-10,20.865112,2.245361805,AZ115,FGZ
880,1689,35.15533447,-111.7666397,2009-08-10,20.86552533,0.868206739,AZ115,FGZ
881,1690,35.24462891,-111.7921906,2009-08-10,20.86593867,2.215423822,AZ115,FGZ
882,1691,35.33362198,-111.8176346,2009-08-10,20.866352,2.125609159,AZ115,FGZ
883,1693,35.51195908,-111.8685226,2009-08-10,20.86717867,2.634558201,AZ115,FGZ
884,1695,35.68971634,-111.9197617,2009-08-10,20.86800529,2.784248829,AZ107,FGZ
885,1697,35.86752701,-111.9708405,2009-08-10,20.86883172,0.688577652,AZ107,FGZ
886,1698,35.95676422,-111.9966583,2009-08-10,20.86924506,2.784248829,AZ107,FGZ
887,1699,36.04600525,-112.0225754,2009-08-10,20.86965839,1.28734076,AZ106,FGZ
888,1702,36.31341934,-112.100029,2009-08-10,20.87089811,1.676537275,AZ104,FGZ
889,1703,36.402668,-112.1260986,2009-08-10,20.87131144,2.424991131,AZ104,FGZ
890,1705,36.58121872,-112.1780472,2009-08-10,20.87213811,2.904001713,AZ104,FGZ
891,1708,36.84904099,-112.2567291,2009-08-10,20.87337811,1.407093525,AZ104,FGZ
892,1709,36.93852615,-112.2829666,2009-08-10,20.87379144,1.047835469,AZ104,FGZ
893,1710,37.02828598,-112.3092346,2009-08-10,20.87420478,2.874063253,UT498,SLC
894,1711,37.11764145,-112.3356781,2009-08-10,20.87461811,2.694434643,UT498,SLC
895,1712,37.20649338,-112.3620377,2009-08-10,20.87503126,2.305238485,UT498,SLC
896,1713,37.29522705,-112.388443,2009-08-10,20.8754445,0.868206739,UT496,SLC
897,1715,37.4728775,-112.4414215,2009-08-10,20.87627117,2.694434643,UT496,SLC
898,1716,37.56196213,-112.4677811,2009-08-10,20.8766845,0.958021164,UT496,SLC
899,1721,38.00717545,-112.6012878,2009-08-10,20.87875117,2.005856991,UT496,SLC
900,1723,38.18533707,-112.6550827,2009-08-10,20.87957765,1.856166124,UT495,SLC
901,1724,38.2742691,-112.6820831,2009-08-10,20.87999089,2.395053029,UT495,SLC
902,1727,38.54164505,-112.7634201,2009-08-10,20.88123089,1.496908069,UT495,SLC
903,1729,38.72015381,-112.8176422,2009-08-10,20.88205728,0.598763227,UT492,SLC
904,1730,38.80944061,-112.8450165,2009-08-10,20.88247061,1.167588234,UT492,SLC
905,1731,38.89870453,-112.8723297,2009-08-10,20.88288394,1.676536918,UT492,SLC
906,1732,38.987957,-112.8998108,2009-08-10,20.88329728,2.514805436,UT492,SLC
907,1733,39.07714081,-112.9273529,2009-08-10,20.88371061,1.017897367,UT492,SLC
908,1734,39.16624069,-112.9548492,2009-08-10,20.88412394,1.227464676,UT492,SLC
909,1735,39.25475693,-112.9822845,2009-08-10,20.88453728,2.245362043,UT492,SLC
910,1736,39.34328079,-113.0097427,2009-08-10,20.88495061,2.574681759,UT492,SLC
911,1737,39.43218613,-113.0373993,2009-08-10,20.88536394,2.604619861,UT492,SLC
912,1738,39.52114487,-113.065094,2009-08-10,20.88577728,1.646598935,UT492,SLC
913,1739,39.61011887,-113.0928192,2009-08-10,20.88619056,0.449072361,UT492,SLC
914,1742,39.87652588,-113.176445,2009-08-10,20.88743033,0.808330297,UT492,SLC
915,1743,39.96570969,-113.204422,2009-08-10,20.88784367,1.706475258,UT478,SLC
916,1744,40.0548439,-113.2325211,2009-08-10,20.888257,1.047835708,UT478,SLC
917,1746,40.23265457,-113.2887726,2009-08-10,20.88908367,0.928082943,UT478,SLC
918,1747,40.32145691,-113.316864,2009-08-10,20.889497,2.514805555,UT478,SLC
919,1750,40.58877182,-113.4020081,2009-08-10,20.89073695,0.538886786,UT478,SLC
920,1755,41.03445816,-113.54496,2009-08-10,20.89280339,0.958021164,UT478,SLC
921,1756,41.12320709,-113.5735779,2009-08-10,20.89321672,1.706475019,UT478,SLC
922,1757,41.21186066,-113.6023788,2009-08-10,20.89363006,2.39505291,UT478,SLC
923,1758,41.30027008,-113.6311035,2009-08-10,20.89404339,1.047835588,UT478,SLC
924,1759,41.38891602,-113.6599274,2009-08-10,20.89445672,0.359257936,UT478,SLC
925,1760,41.47761536,-113.6891785,2009-08-10,20.89487006,2.754310846,UT478,SLC
926,1761,41.56645966,-113.7180557,2009-08-10,20.89528334,2.844125152,UT478,SLC
927,1763,41.74380875,-113.7763519,2009-08-10,20.89610978,2.993815899,UT478,SLC
928,1764,41.83251572,-113.8054047,2009-08-10,20.89652311,1.466969728,UT478,SLC
929,1765,41.92160797,-113.834816,2009-08-10,20.89693644,2.844125271,UT478,SLC
930,1766,42.01063919,-113.8641434,2009-08-10,20.89734978,2.365114689,ID427,PIH
931,1767,42.09934235,-113.8935852,2009-08-10,20.89776293,1.10771203,ID427,PIH
932,1769,42.27708435,-113.952507,2009-08-10,20.8985895,2.814187288,ID427,PIH
933,1770,42.36590195,-113.982338,2009-08-10,20.89900283,1.437031627,ID427,PIH
934,1771,42.45494843,-114.0120468,2009-08-10,20.89941617,1.377155423,ID427,PIH
935,1772,42.54387283,-114.0417786,2009-08-10,20.8998295,1.347217321,ID425,PIH
936,1773,42.6323967,-114.0716019,2009-08-10,20.90024283,0.808330297,ID425,PIH
937,1774,42.72124481,-114.1013565,2009-08-10,20.90065617,2.874063611,ID425,PIH
938,1775,42.8100853,-114.1312714,2009-08-10,20.9010695,1.796289682,ID425,PIH
939,1777,42.98792648,-114.1917191,2009-08-10,20.90189617,2.784248829,ID425,PIH
940,1778,43.07700348,-114.2219086,2009-08-10,20.90230931,2.634557962,ID425,PIH
941,1779,43.16637802,-114.2523727,2009-08-10,20.90272256,1.466969848,ID425,PIH
942,1780,43.25473785,-114.2824402,2009-08-10,20.90313589,1.227464437,ID422,PIH
943,1781,43.34381485,-114.3128128,2009-08-10,20.90354922,2.754310608,ID422,PIH
944,1782,43.4326973,-114.3435059,2009-08-10,20.90396256,2.305238485,ID422,PIH
945,1783,43.52110672,-114.3738174,2009-08-10,20.90437589,0.868206739,ID422,PIH
946,1792,44.31797028,-114.6513214,2009-08-10,20.90809561,2.60461998,ID475,PIH
947,1812,46.08977127,-115.2909698,2009-08-10,20.91636172,1.377155423,ID103,MSO
948,1815,46.35560226,-115.3897171,2009-08-10,20.91760172,1.317278981,ID103,MSO
949,1816,46.44404221,-115.4231491,2009-08-10,20.91801501,2.095671296,ID103,MSO
950,1817,46.53242493,-115.4560928,2009-08-10,20.91842811,2.245362043,ID103,MSO
951,1818,46.62083435,-115.4895782,2009-08-10,20.91884144,1.676536918,ID103,MSO
952,1823,47.06441498,-115.6575775,2009-08-10,20.92090811,2.155547619,ID101,OTX
953,1825,47.24119568,-115.725296,2009-08-10,20.92173478,2.335176587,ID101,OTX
954,1827,47.41776657,-115.7933655,2009-08-10,20.9225614,1.796289563,ID101,OTX
955,1829,47.59382248,-115.8615723,2009-08-10,20.92338783,1.916042209,ID101,OTX
956,1830,47.6819191,-115.8957138,2009-08-10,20.92380117,1.676536918,ID101,OTX
957,1831,47.77052307,-115.9301376,2009-08-10,20.9242145,2.185485721,ID101,OTX
958,1833,47.94702911,-115.9993973,2009-08-10,20.92504117,1.856166005,MT104,MSO
959,1835,48.12355042,-116.0690002,2009-08-10,20.92586783,1.616660595,ID101,OTX
960,1840,48.56523132,-116.2448654,2009-08-10,20.92793422,2.664496422,ID101,OTX
961,1841,48.65371323,-116.2803574,2009-08-10,20.92834756,1.556784451,ID101,OTX
962,1844,48.91963577,-116.3877029,2009-08-10,20.92958756,0.808330417,ID101,OTX
963,1857,34.08348083,-119.1978226,2009-08-13,21.37543033,0.838268479,,
964,1858,34.17316055,-119.2226715,2009-08-13,21.37584367,1.407093605,CA240,LOX
965,1864,34.7081337,-119.3728104,2009-08-13,21.37832367,2.275300145,CA253,LOX
966,1865,34.79729462,-119.3981857,2009-08-13,21.378737,0.628701329,CA253,LOX
967,1866,34.8862648,-119.4232178,2009-08-13,21.3791501,2.424990892,CA253,LOX
968,1867,34.9752655,-119.4484711,2009-08-13,21.37956339,1.646598935,CA597,HNX
969,1869,35.15374756,-119.4990768,2009-08-13,21.38039006,1.437031716,CA579,HNX
970,1871,35.33256531,-119.5500183,2009-08-13,21.38121663,0.987959296,CA579,HNX
971,1873,35.51066971,-119.601059,2009-08-13,21.38204311,1.017897449,CA580,HNX
972,1874,35.59989929,-119.6264725,2009-08-13,21.38245644,1.945980512,CA580,HNX
973,1875,35.68945694,-119.6523819,2009-08-13,21.38286978,2.09567114,CA580,HNX
974,1876,35.77877045,-119.6779022,2009-08-13,21.38328311,1.077773772,CA580,HNX
975,1877,35.86811447,-119.7038498,2009-08-13,21.38369644,2.035794936,CA580,HNX
976,1878,35.95743179,-119.7294006,2009-08-13,21.38410978,2.724372588,CA580,HNX
977,1879,36.04681396,-119.7552109,2009-08-13,21.38452311,2.874063455,CA580,HNX
978,1881,36.22584152,-119.8071213,2009-08-13,21.38534978,1.526846252,CA580,HNX
979,1882,36.31503677,-119.833168,2009-08-13,21.38576302,0.658639513,CA580,HNX
980,1883,36.40388107,-119.8590317,2009-08-13,21.38617617,2.454929076,CA580,HNX
981,1884,36.49259186,-119.8850021,2009-08-13,21.3865895,1.04783567,CA580,HNX
982,1885,36.58137131,-119.9108963,2009-08-13,21.38700283,1.975918494,CA580,HNX
983,1886,36.67052078,-119.9371643,2009-08-13,21.38741617,0.958021127,CA580,HNX
984,1887,36.75951385,-119.9631042,2009-08-13,21.3878295,0.628701352,CA580,HNX
985,1888,36.84859848,-119.9893417,2009-08-13,21.38824283,1.047835611,CA580,HNX
986,1889,36.93758392,-120.0155792,2009-08-13,21.38865617,0.928082965,CA580,HNX
987,1890,37.02675629,-120.0419464,2009-08-13,21.3890695,0.508948706,CA580,HNX
988,1891,37.11600113,-120.0682755,2009-08-13,21.38948283,1.287340902,CA580,HNX
989,1892,37.20522308,-120.0943604,2009-08-13,21.38989617,2.664496273,CA580,HNX
990,1893,37.29433441,-120.1209717,2009-08-13,21.39030941,1.167588323,CA580,HNX
991,1894,37.38339996,-120.1473236,2009-08-13,21.39072256,1.646598786,CA580,HNX
992,1895,37.47246933,-120.1740417,2009-08-13,21.39113589,0.86820665,CA590,HNX
993,1899,37.82954025,-120.2807617,2009-08-13,21.39278922,0.868206739,CA220,STO
994,1900,37.91893005,-120.3074722,2009-08-13,21.39320256,1.496907949,CA220,STO
995,1901,38.00822449,-120.334465,2009-08-13,21.39361589,1.676537037,CA220,STO
996,1904,38.27565765,-120.4152374,2009-08-13,21.3948558,1.287340879,CA220,STO
997,1905,38.36433411,-120.442215,2009-08-13,21.39526894,2.604619861,CA221,STO
998,1907,38.54171371,-120.4959793,2009-08-13,21.39609561,1.975918651,CA269,STO
999,1908,38.63068771,-120.5233536,2009-08-13,21.39650894,1.257402658,CA269,STO
1000,1909,38.71994781,-120.5503998,2009-08-13,21.39692228,2.335176468,CA269,STO
1001,1911,38.89759445,-120.6049118,2009-08-13,21.39774867,1.796289563,CA269,STO
1002,1912,38.98655701,-120.6324615,2009-08-13,21.398162,2.664496303,CA269,STO
1003,1916,39.34272766,-120.7425232,2009-08-13,21.39981533,1.496907949,CA269,STO
1004,1917,39.43170929,-120.7699509,2009-08-13,21.40022867,1.586722612,CA269,STO
1005,1918,39.52079391,-120.7979431,2009-08-13,21.400642,2.005856752,CA269,STO
1006,1919,39.61005783,-120.8255234,2009-08-13,21.40105533,2.185485601,CA269,STO
1007,1921,39.78808594,-120.8811874,2009-08-13,21.40188177,0.508948803,CA268,STO
1008,1923,39.96592331,-120.937088,2009-08-13,21.40270839,0.898144722,CA268,STO
1009,1927,40.32255936,-121.0498886,2009-08-13,21.40436172,1.886104226,CA271,REV
1010,1928,40.41175079,-121.0782089,2009-08-13,21.40477506,1.945980549,CA268,STO
1011,1929,40.50082779,-121.1065598,2009-08-13,21.40518839,2.005856752,CA271,REV
1012,1930,40.5898819,-121.1350784,2009-08-13,21.40560172,2.275300384,CA271,REV
1013,1931,40.67845154,-121.163559,2009-08-13,21.40601506,2.125609279,CA271,REV
1014,1932,40.76714706,-121.1918411,2009-08-13,21.40642816,2.095671177,CA271,REV
1015,1933,40.85539246,-121.2203674,2009-08-13,21.40684144,2.185485601,CA271,REV
1016,1934,40.94417953,-121.2487564,2009-08-13,21.40725478,2.335176468,CA271,REV
1017,1935,41.03298187,-121.277504,2009-08-13,21.40766811,1.73641336,CA271,REV
1018,1936,41.12200928,-121.3060684,2009-08-13,21.40808144,1.886103988,CA271,REV
1019,1938,41.29945374,-121.3636017,2009-08-13,21.40890811,2.125609517,CA285,MFR
1020,1939,41.38823318,-121.3926163,2009-08-13,21.40932144,2.754310727,CA285,MFR
1021,1940,41.47708511,-121.4217682,2009-08-13,21.40973478,1.107711911,CA285,MFR
1022,1942,41.655056,-121.47995,2009-08-13,21.41056144,2.694434524,CA284,MFR
1023,1943,41.74404526,-121.5091934,2009-08-13,21.41097455,2.814187288,CA284,MFR
1024,1947,42.09977341,-121.626442,2009-08-13,21.41262783,1.3172791,OR624,MFR
1025,1949,42.27791214,-121.6857452,2009-08-13,21.4134545,2.365114689,OR624,MFR
1026,1951,42.45582581,-121.7450714,2009-08-13,21.41428117,2.81418705,OR624,MFR
1027,1953,42.6333046,-121.8046036,2009-08-13,21.41510783,1.496907949,OR624,MFR
1028,1955,42.81006241,-121.8643265,2009-08-13,21.41593422,2.544743538,OR624,MFR
1029,2001,46.88635254,-123.322525,2009-08-13,21.43494617,2.365114778,WA655,SEW
1030,2002,46.97485352,-123.3563614,2009-08-13,21.4353595,1.077773832,WA655,SEW
1031,2017,48.30167389,-123.8723145,2009-08-13,21.44155922,1.616660675,,
1032,2025,48.29818344,-99.15110779,2009-08-13,19.79345689,0.898144871,ND015,FGF
1033,2026,48.38676071,-99.18638611,2009-08-13,19.79387022,0.479010552,ND006,FGF
1034,2027,48.47534943,-99.22171021,2009-08-13,19.79428356,1.377155334,ND006,FGF
1035,2028,48.56354523,-99.2570343,2009-08-13,19.79469689,1.73641327,ND006,FGF
1036,2033,33.01186752,-118.9428864,2009-08-29,21.36986672,2.125609478,,
1037,2034,33.10108185,-118.9671631,2009-08-29,21.37028006,2.095671257,,
1038,2040,33.63723373,-119.1148376,2009-08-29,21.37275978,0.62870135,,
1039,2044,33.99472046,-119.2138672,2009-08-29,21.37441311,1.017897448,,
1040,2045,34.0843811,-119.2388992,2009-08-29,21.37482644,0.838268479,,
1041,2046,34.17375946,-119.2638016,2009-08-29,21.3752395,0.868206641,,
1042,2047,34.26324463,-119.2888947,2009-08-29,21.37565283,0.688577672,,
1043,2048,34.35246277,-119.3138809,2009-08-29,21.37606617,0.718515843,CA244,LOX
1044,2049,34.44200134,-119.3390579,2009-08-29,21.3764795,1.437031776,CA244,LOX
1045,2051,34.62006378,-119.3891144,2009-08-29,21.37730617,2.365114808,CA253,LOX
1046,2052,34.7088623,-119.4141617,2009-08-29,21.3777195,2.724372387,CA253,LOX
1047,2055,34.97637558,-119.4897003,2009-08-29,21.3789595,0.718515873,CA251,LOX
1048,2056,35.06548691,-119.5150223,2009-08-29,21.37937283,1.975918591,CA237,LOX
1049,2057,35.15480042,-119.5404816,2009-08-29,21.37978589,1.047835648,CA579,HNX
1050,2058,35.24391556,-119.5659256,2009-08-29,21.38019922,1.796289533,CA579,HNX
1051,2059,35.33294296,-119.591217,2009-08-29,21.38061256,1.856165975,CA579,HNX
1052,2060,35.42228317,-119.6166916,2009-08-29,21.38102589,2.215423912,CA580,HNX
1053,2061,35.51172256,-119.6423798,2009-08-29,21.38143922,1.526846193,CA580,HNX
1054,2062,35.60105896,-119.667923,2009-08-29,21.38185256,1.586722516,CA580,HNX
1055,2063,35.69020844,-119.6933823,2009-08-29,21.38226589,1.496908031,CA580,HNX
1056,2064,35.77928162,-119.7192688,2009-08-29,21.38267922,1.197526418,CA580,HNX
1057,2065,35.86857986,-119.7448273,2009-08-29,21.38309256,2.844125234,CA580,HNX
1058,2066,35.95790863,-119.7705536,2009-08-29,21.38350589,1.377155386,CA580,HNX
1059,2067,36.04735947,-119.7964706,2009-08-29,21.38391922,2.664496385,CA580,HNX
1060,2068,36.13631439,-119.8223038,2009-08-29,21.38433228,1.287340961,CA580,HNX
1061,2069,36.22542572,-119.8481293,2009-08-29,21.38474561,0.38919609,CA580,HNX
1062,2070,36.31475449,-119.8740082,2009-08-29,21.38515894,2.245362006,CA580,HNX
1063,2071,36.40405655,-119.9000626,2009-08-29,21.38557228,1.556784354,CA580,HNX
1064,2072,36.4936142,-119.9261475,2009-08-29,21.38598561,1.706475221,CA580,HNX
1065,2073,36.58317184,-119.9523468,2009-08-29,21.38639894,1.25740274,CA580,HNX
1066,2074,36.67253876,-119.9784851,2009-08-29,21.38681228,1.167588316,CA580,HNX
1067,2075,36.76171875,-120.0047226,2009-08-29,21.38722561,1.197526418,CA580,HNX
1068,2076,36.8507843,-120.0309219,2009-08-29,21.38763894,1.107711934,CA580,HNX
1069,2077,36.93963623,-120.0569534,2009-08-29,21.38805228,1.077773832,CA580,HNX
1070,2078,37.02854156,-120.0833817,2009-08-29,21.38846561,1.047835611,CA580,HNX
1071,2079,37.11741638,-120.1096191,2009-08-29,21.38887867,1.107711934,CA580,HNX
1072,2080,37.20627975,-120.13591,2009-08-29,21.389292,1.287340902,CA580,HNX
1073,2081,37.29514694,-120.1623154,2009-08-29,21.38970533,1.257402748,CA580,HNX
1074,2082,37.38424301,-120.1886673,2009-08-29,21.39011867,1.496908098,CA580,HNX
1075,2083,37.47340393,-120.2151031,2009-08-29,21.390532,1.137650162,CA590,HNX
1076,2084,37.56254578,-120.2418137,2009-08-29,21.39094533,0.958021134,CA580,HNX
1077,2085,37.651474,-120.2683945,2009-08-29,21.39135867,0.987959355,CA590,HNX
1078,2088,37.91896057,-120.3486023,2009-08-29,21.39259867,1.017897546,CA220,STO
1079,2089,38.00831985,-120.3754883,2009-08-29,21.393012,0.987959325,CA220,STO
1080,2091,38.18624115,-120.4293442,2009-08-29,21.39383839,0.808330357,CA220,STO
1081,2092,38.27531815,-120.4561462,2009-08-29,21.39425172,0.987959266,CA220,STO
1082,2093,38.36471176,-120.4831848,2009-08-29,21.39466506,2.694434404,CA220,STO
1083,2094,38.45424271,-120.5104218,2009-08-29,21.39507839,1.107711852,CA269,STO
1084,2095,38.54359436,-120.5375824,2009-08-29,21.39549172,1.766351461,CA269,STO
1085,2097,38.72177887,-120.5920944,2009-08-29,21.39631839,2.275300264,CA269,STO
1086,2103,39.2546463,-120.7565384,2009-08-29,21.39879811,1.975918651,CA269,STO
1087,2104,39.34367371,-120.7839279,2009-08-29,21.39921144,2.78424871,CA269,STO
1088,2107,39.61062241,-120.8671417,2009-08-29,21.40045144,1.3172791,CA269,STO
1089,2110,39.87781143,-120.9508209,2009-08-29,21.40169144,2.1555475,CA268,STO
1090,2114,40.23374176,-121.062973,2009-08-29,21.4033445,2.664496422,CA268,STO
1091,2116,40.41241074,-121.1196594,2009-08-29,21.40417117,2.933939815,CA268,STO
1092,2117,40.50158691,-121.1481705,2009-08-29,21.4045845,2.275300026,CA271,REV
1093,2118,40.59064484,-121.1764221,2009-08-29,21.40499783,0.598763227,CA271,REV
1094,2119,40.67952728,-121.204834,2009-08-29,21.40541117,0.718515754,CA271,REV
1095,2120,40.76834869,-121.2331772,2009-08-29,21.4058245,2.81418705,CA271,REV
1096,2122,40.94556046,-121.2904358,2009-08-29,21.40665117,2.215423822,CA271,REV
1097,2124,41.12285614,-121.3476791,2009-08-29,21.40747756,1.287340879,CA214,STO
1098,2127,41.38947678,-121.4343262,2009-08-29,21.40871756,2.63455832,CA285,MFR
1099,2129,41.5671463,-121.492424,2009-08-29,21.40954422,2.694434643,CA284,MFR
1100,2133,41.92271423,-121.609024,2009-08-29,21.41119756,2.035794854,CA284,MFR
1101,2134,42.01170349,-121.6387177,2009-08-29,21.41161089,1.646598816,OR624,MFR
1102,2135,42.10041809,-121.6679764,2009-08-29,21.41202422,2.275300264,OR624,MFR
1103,2136,42.1894989,-121.6974564,2009-08-29,21.41243756,2.724372864,OR624,MFR
1104,2137,42.27878571,-121.7273026,2009-08-29,21.41285089,0.538886786,OR624,MFR
1105,2139,42.45684433,-121.7865829,2009-08-29,21.41367742,0.987959385,OR624,MFR
1106,2140,42.54579544,-121.8163681,2009-08-29,21.41409061,1.167588115,OR624,MFR
1107,2143,42.81138611,-121.9061432,2009-08-29,21.41533061,1.796289682,OR624,MFR
1108,2144,42.90011215,-121.9358368,2009-08-29,21.41574394,2.664496303,OR624,MFR
1109,2146,43.07701111,-121.9962082,2009-08-29,21.41657033,1.616660714,OR624,MFR
1110,2147,43.16563416,-122.0262604,2009-08-29,21.41698367,1.137650251,OR623,MFR
1111,2148,43.25453949,-122.0566483,2009-08-29,21.417397,1.107711911,OR617,MFR
1112,2149,43.34342194,-122.0870819,2009-08-29,21.41781033,1.10771203,OR617,MFR
1113,2151,43.52070999,-122.1479263,2009-08-29,21.418637,1.017897606,OR611,PDT
1114,2156,43.96458817,-122.3016663,2009-08-29,21.42070367,0.928082943,OR608,PQR
